"","skclnt","skitem","buyer_num","buyer_name","po_number","ndc","item_description","vendor_number","vendor_name","ship_point","sub_group","actual_leadtime","order_date","receipt_date","sku_lt_orderdate","relationship_lt_orderdate","realtionship_lt_today","order_qty","total_receipt_qty","purchasing_team","orderdate_aa_code","bypass_lt","gen_nam","card_gcn_id","card_gen_ind_desc","ahfs_desc","fin_flag","fin_flag_gcn","source_type","nlc_type_desc","accunet","card_sbst_key_id","pack_qty","cvs_formulary_a_b_d","cvs_segment","sku","snapshot_date","skfcst","skappc"
"9606","008D","2573368","633","CAMERON HOWARD","4344182","00409379501","KETOROLAC 30MG/ML 25X1ML","57147","PFIZER INJECTABLE SI","","",4,2021-08-16,2021-08-20,7,7,7,40,40,"Generics","921","Y","KETOROLAC TROMETHAMINE","35239","GENERIC DRUG","OTHER NONSTEROIDAL ANTI-INFLAM. AGENTS",NA,"yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",25,"35239002",25,NA,NA,"2573368008D",2021-11-01,32.43,150.94
"9607","099D","5534797","625","JEFF MEGYESI","4210758","00904679061","BENZTROPINE 1MG 10X10UD","01544","MAJOR PHARMACEUTICALS","","",1,2021-05-25,2021-05-26,1.1,1,1,84,84,"Generics","0","Y","BENZTROPINE MESYLATE","17621","GENERIC DRUG","ANTICHOLINERGIC AGENTS (CNS)",NA,"yes","SOURCE A - OUT OF SCOPE","CENTRALIZED",100,"17621003",10,NA,"WH, WH, WH","5534797099D",2021-11-01,285.9,49.05
"9608","027D","5708011","628","JEANNINE ROGERS","4285348","50228017910","GABAPENTIN 100MG 1000","57532","SCIEGEN PHARMACEUTICALS INC CS","","",7,2021-07-12,2021-07-19,6.46,4,4,60,60,"Generics","0","N","GABAPENTIN","780","GENERIC DRUG","ANTICONVULSANTS, MISCELLANEOUS",NA,"yes","GENERIC DRUG","NOT CENTRALIZED",1000,"00780007",1,NA,NA,"5708011027D",2021-11-01,92.01,30.1
"9609","064D","5628110","622","ESMERALDA TUSSING","4440878","69584011190","CARISOPRODOL 350MG 1000 C4","57811","OXFORD PHARMACEUTICALS LLC CS","","",6,2021-10-12,2021-10-18,6.6,7,7,12,12,"Generics","998","N","CARISOPRODOL","17912","GENERIC DRUG","CENTRALLY ACTING SKELETAL MUSCLE RELAXNT","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",1000,"17912006",1,"NO FORM, NO FORM, SECONDARY","WH, WH, WH","5628110064D",2021-11-01,10.46,55.5
"9610","026D","5211172","625","JEFF MEGYESI","4318802","69918090110","DESMOPRESSIN 4MCG/ML 10ML","11235","AMRING PHARMACEUTICALS INC","","",1,2021-08-02,2021-08-03,1.06,3,3,12,12,"Generics","950","N","DESMOPRESSIN ACETATE","10260","GENERIC DRUG","PITUITARY",NA,"yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",10,"10260001",1,NA,NA,"5211172026D",2021-11-01,27.22,595.2
"9611","099D","4118204","624","ASHLEY BOLTZ","4210712","65862032804","ALENDRONATE SOD 35MG 4UU","04898","AUROBINDO PHARMA USA CS","","",11,2021-05-25,2021-06-05,3.8,4,4,288,96,"Generics","998","Y","ALENDRONATE SODIUM","12389","GENERIC DRUG","BONE RESORPTION INHIBITORS","4","yes","SOURCE B - IN SCOPE","CENTRALIZED",4,"12389000",1,"PRIMARY, PRIMARY, PRIMARY","WH, WH, WH","4118204099D",2021-11-01,164.6,7.5
"9612","099D","5550116","627","LISA POSTON","4331659","64896069813","OXYMORPHONE HCL ER 15MG 60 C2","04511","AMNEAL PHARMACEUTICALS LLC CS","KY","OXY",3,2021-08-09,2021-08-12,9.44,3,3,48,48,"Generics","0","N","OXYMORPHONE HCL","99493","GENERIC DRUG","OPIATE AGONISTS",NA,NA,"GENERIC DRUG","CENTRALIZED",60,"99493002",1,NA,NA,"5550116099D",2021-11-01,50,485.26
"9613","008D","5529938","628","JEANNINE ROGERS","4171296","10702007106","OXYMORPHONE HCL 10MG 60 C2","09283","KVK TECH INC CS","PA","",4,2021-05-03,2021-05-07,4.77,9,9,12,12,"Generics","0","N","OXYMORPHONE HCL","27244","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",60,"27244001",1,NA,"C2, C2, C2","5529938008D",2021-11-01,12.82,21.14
"9614","034D","5468707","625","JEFF MEGYESI","4372567","50742061501","METOPROLOL SUCC ER 25MG 100","10992","INGENUS PHARMACEUTICALS LLC CS","","",7,2021-09-01,2021-09-08,8,8,8,24,24,"Generics","0","Y","METOPROLOL SUCCINATE","12947","GENERIC DRUG","BETA-ADRENERGIC BLOCKING AGENTS",NA,"yes","GENERIC DRUG","NOT CENTRALIZED",100,"12947008",1,"SECONDARY, NO FORM, SECONDARY","WH, WH, WH","5468707034D",2021-11-01,8.41,25
"9615","032D","5658141","632","ADAM STEMM","4285618","70756081330","OLMES MEDOX/HCTZ 40-12.5MG 30","57201","LIFESTAR PHARMA LLC CS","","",4,2021-07-12,2021-07-16,5.2,7,6,48,48,"Generics","0","N","OLMESARTAN MEDOXOMIL/HCTZ","20075","GENERIC DRUG","ANGIOTENSIN II RECEPTOR ANTAGONISTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",30,"20075000",1,NA,"WH, WH, WH","5658141032D",2021-11-01,38.02,18
"9616","024D","5575287","633","CAMERON HOWARD","4403459","00409139122","MEROPENEM 1GM 10","57147","PFIZER INJECTABLE SI","","",3,2021-09-20,2021-09-23,3.11,4,4,12,12,"Generics","0","N","MEROPENEM","67093","GENERIC DRUG","MISCELLANEOUS B-LACTAM ANTIBIOTICS",NA,NA,"GENERIC DRUG","NOT CENTRALIZED",10,"67093003",10,NA,NA,"5575287024D",2021-11-01,8.4,292.86
"9617","099D","1045731","604","TYLER PATETE","4371604","00009027101","DEPO-ESTRADIOL 5MG/ML 5ML","00009","PFIZER USPG","","",7,2021-08-31,2021-09-07,3,3,3,336,0,"Brand","0","Y","ESTRADIOL CYPIONATE","10660","GENERIC DRUG","ESTROGENS",NA,NA,"GENERIC DRUG","CENTRALIZED",5,"10660002",1,NA,NA,"1045731099D",2021-11-01,371.32,115.77
"9618","064D","5471115","625","JEFF MEGYESI","0371190","42571016201","AMOX/POT CLAV875-125MG 100CPLT","10726","MICRO LABS USA INC CS","","",10,2021-06-15,2021-06-25,7,6,6,48,48,"Generics","0","N","AMOXICILLIN/POT CLAVULANATE","67076","GENERIC DRUG","PENICILLINS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"67076003",1,NA,"WH, WH, WH","5471115064D",2021-11-01,35.74,60
"9619","064D","5102520","633","CAMERON HOWARD","0371964","69097015812","MELOXICAM 7.5MG 500","11037","CIPLA USA INC CS","","",9,2021-06-28,2021-07-07,7.95,7,7,24,24,"Generics","992","Y","MELOXICAM","31661","GENERIC DRUG","OTHER NONSTEROIDAL ANTI-INFLAM. AGENTS","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",500,"31661002",1,NA,"WH, WH, WH","5102520064D",2021-11-01,35.03,19.4
"9620","010D","5489315","632","ADAM STEMM","4194219","70377002711","ATORVASTATIN 10MG 90","11371","BIOCON PHARMA INC CS","","",3,2021-05-17,2021-05-20,2.55,3,3,64,64,"Generics","0","N","ATORVASTATIN CALCIUM","43720","GENERIC DRUG","HMG-COA REDUCTASE INHIBITORS",NA,"yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",90,"43720001",1,"PRIMARY, NO FORM, NO FORM","WH, WH, WH","5489315010D",2021-11-01,30.21,19.06
"9621","032D","4404380","640","DANI WITHINGTON","4360371","08290306553","BD POSIFL SF SAL0.9%30X10ML LF","00735","BECTON DICKINSON CO","","",16,2021-08-25,2021-09-10,6.89,5,5,8,8,"Consumer","992","Y","SODIUM CHLORIDE 0.9%","3020","GENERIC DRUG","REPLACEMENT PREPARATIONS",NA,NA,"GENERIC DRUG","NOT CENTRALIZED",300,"03020127",30,NA,NA,"4404380032D",2021-11-01,28.47,30
"9622","043D","5401062","625","JEFF MEGYESI","4360558","50742030401","CLOBETASOL 0.05% 100GM TOP","10992","INGENUS PHARMACEUTICALS LLC CS","","",30,2021-08-25,2021-09-24,3.18,6,6,24,24,"Generics","996","Y","CLOBETASOL PROPIONATE","89743","GENERIC DRUG","CORTICOSTEROIDS (SKIN, MUCOUS MEMBRANE)","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",105,"89743001",1,NA,"WH, WH, WH","5401062043D",2021-11-01,14.28,100
"9623","064D","5668942","634","CHRISTOPHER PELT","4382121","57664034088","AMPHET SALT CMB 25MG 100 ER C2","04782","SUN PHARMACEUTICAL CS","NJ","",3,2021-09-07,2021-09-10,4.97,8,8,24,24,"Generics","0","N","DEXTROAMPHETAMINE/AMPHETAMINE","17469","GENERIC DRUG","AMPHETAMINES","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"17469001",1,NA,"C2, C2, C2","5668942064D",2021-11-01,40.23,110
"9624","064D","4362349","624","ASHLEY BOLTZ","4422502","29300013001","HYDROCHLOROTHIAZIDE 12.5MG 100","09650","UNICHEM PHARMACEUTICAL USA CS","","",5,2021-10-01,2021-10-06,5.96,7,7,15,15,"Generics","0","N","HYDROCHLOROTHIAZIDE","34820","GENERIC DRUG","THIAZIDE DIURETICS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"34820001",1,NA,"WH, WH, WH","4362349064D",2021-11-01,26.6,10
"9625","099D","5087481","623","MARISSA HORN","4331620","00781331570","OXALIPLATIN 5MG/ML 10ML","00351","SANDOZ","","",4,2021-08-09,2021-08-13,4.88,4,5,240,240,"Generics","998","Y","OXALIPLATIN","24699","GENERIC DRUG","ANTINEOPLASTIC AGENTS",NA,NA,"GENERIC DRUG","CENTRALIZED",10,"24699000",1,NA,NA,"5087481099D",2021-11-01,92.79,30
"9626","011D","3327608","633","CAMERON HOWARD","4306918","00406055262","OXYCODONE HCL 5MG10X10UD IR C2","04158","SPECGX LLC SCHEDULE","NY","",3,2021-07-26,2021-07-29,2.79,7,7,48,48,"Generics","0","N","OXYCODONE HCL","16290","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",100,"16290002",10,NA,"C2, C2, C2","3327608011D",2021-11-01,59.62,45.46
"9627","027D","2116721","630","CODY DIERCKS","4183968","00338050941","ISOTON GENTAM 80/50 24X50ML","00157","BAXTER IV SYSTEMS","","",2,2021-05-10,2021-05-12,1.41,1,1,1,1,"Generics","982","Y","GENTAMICIN SULF/0.9% NACL","97799","GENERIC DRUG","AMINOGLYCOSIDES",NA,NA,"SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",1200,"97799000",24,NA,NA,"2116721027D",2021-11-01,0.22,89.6
"9628","064D","5704176","625","JEFF MEGYESI","4370670","70752011904","HALOBETASOL PROP 0.05% 50GM","57637","QUAGEN PHARMA CS","","",8,2021-08-31,2021-09-08,5.27,3,3,648,456,"Generics","0","N","HALOBETASOL PROPIONATE","31211","GENERIC DRUG","CORTICOSTEROIDS (SKIN, MUCOUS MEMBRANE)","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",50,"31211004",1,NA,"WH, WH, WH","5704176064D",2021-11-01,173.66,145.4
"9629","099D","3980273","630","CODY DIERCKS","4309080","16252054001","ISRADIPINE 5MG 100","02543","TEVA PHARMA CS","","",11,2021-07-26,2021-08-06,3.69,6,6,60,60,"Generics","992","Y","ISRADIPINE","2612","GENERIC DRUG","DIHYDROPYRIDINES","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",100,"02612002",1,NA,NA,"3980273099D",2021-11-01,72.65,141.71
"9630","026D","5103460","633","CAMERON HOWARD","4377549","69097015305","VALACYCLOVIR HCL 500MG 90 CPLT","11037","CIPLA USA INC CS","","",10,2021-09-03,2021-09-13,5.65,7,7,24,24,"Generics","0","Y","VALACYCLOVIR HCL","13740","GENERIC DRUG","NUCLEOSIDES AND NUCLEOTIDES",NA,"yes","GENERIC DRUG","NOT CENTRALIZED",90,"13740003",1,NA,"WH, WH, WH","5103460026D",2021-11-01,7.52,73.2
"9631","099D","5241336","632","ADAM STEMM","4264815","00832712301","DIVALPROEX SOD 250MG10X10UD DR","04895","UPSHER SMITH LABS LLC GENERIC","","",2,2021-06-28,2021-06-30,2.05,5,5,100,100,"Generics","0","Y","DIVALPROEX SODIUM","17290","GENERIC DRUG","ANTICONVULSANTS, MISCELLANEOUS",NA,"yes","GENERIC DRUG","CENTRALIZED",100,"17290000",10,NA,"WH, WH, WH","5241336099D",2021-11-01,189.73,21.86
"9632","032D","5323100","632","ADAM STEMM","4384756","13668017990","ROSUVASTATIN 5MG 90","09196","TORRENT PHARMA INC CS","","",14,2021-09-08,2021-09-22,7,7,7,24,24,"Generics","998","Y","ROSUVASTATIN CALCIUM","20229","GENERIC DRUG","HMG-COA REDUCTASE INHIBITORS",NA,"yes","GENERIC DRUG","NOT CENTRALIZED",90,"20229000",1,"NO FORM, NO FORM, PRIMARY","WH, WH, WH","5323100032D",2021-11-01,0.94,25
"9633","099D","5690755","630","CODY DIERCKS","4315925","50111056102","TRAZODONE 100MG 500","02543","TEVA PHARMA CS","","",4,2021-07-29,2021-08-02,2.33,6,6,1350,450,"Generics","0","N","TRAZODONE HCL","16392","GENERIC DRUG","ANTIDEPRESSANTS, MISCELLANEOUS","2","yes","SOURCE A - IN SCOPE","CENTRALIZED",500,"16392002",1,"SECONDARY, SECONDARY, SECONDARY","WH, WH, WH","5690755099D",2021-11-01,2176.42,57.95
"9634","099D","3965548","634","CHRISTOPHER PELT","4431434","68180035106","SERTRALINE HCL 25MG 30","04901","LUPIN PHARMA INC CS NCBNET","","",2,2021-10-06,2021-10-08,3.12,3,3,144,144,"Generics","0","N","SERTRALINE HCL","16373","GENERIC DRUG","ANTIDEPRESSANTS, MISCELLANEOUS","2","yes","SOURCE A - IN SCOPE","CENTRALIZED",30,"16373001",1,NA,"WH, WH, WH","3965548099D",2021-11-01,1778.95,5.5
"9635","064D","5652466","633","CAMERON HOWARD","4355002","69097050327","DIHYDROERGOT 4MG/ML 8X1ML","11037","CIPLA USA INC CS","","",7,2021-08-23,2021-08-30,7.72,7,7,9,9,"Generics","996","Y","DIHYDROERGOTAMINE MESYLATE","24732","GENERIC DRUG","SELECTIVE ALPHA-1-ADRENERGIC BLOCK.AGENT","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",8,"24732003",8,"PRIMARY, NO FORM, PRIMARY","WH, WH, WH","5652466064D",2021-11-01,15.65,3426.84
"9636","064D","4378089","632","ADAM STEMM","4390607","61442010310","DICLOFENAC SOD 75MG 1000 DR EC","09748","CARLSBAD TECHNOLOGY INC CS","","",7,2021-09-13,2021-09-20,5.37,7,7,24,24,"Generics","0","N","DICLOFENAC SODIUM","35852","GENERIC DRUG","OTHER NONSTEROIDAL ANTI-INFLAM. AGENTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",1000,"35852006",1,NA,"WH, WH, WH","4378089064D",2021-11-01,19.33,250
"9637","015D","5259148","633","CAMERON HOWARD","4426678","69097082502","RALOXIFENE HCL 60MG 30","11037","CIPLA USA INC CS","","",1,2021-10-04,2021-10-05,3.01,4,4,96,96,"Generics","0","N","RALOXIFENE HCL","59011","GENERIC DRUG","ESTROGEN AGONIST-ANTAGONISTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",30,"59011003",1,NA,"WH, WH, WH","5259148015D",2021-11-01,96.88,34.65
"9638","026D","5673173","632","ADAM STEMM","4449624","70756021490","FENOFIBRATE 54MG 90","57201","LIFESTAR PHARMA LLC CS","","",4,2021-10-18,2021-10-22,3.06,7,6,96,96,"Generics","0","N","FENOFIBRATE","13266","GENERIC DRUG","FIBRIC ACID DERIVATIVES","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",90,"13266000",1,NA,"WH, WH, WH","5673173026D",2021-11-01,95.09,25.8
"9639","015D","5202361","633","CAMERON HOWARD","4309858","00409052835","LEVOFLOXACIN 750MG 24X150ML","57147","PFIZER INJECTABLE SI","","",2,2021-07-26,2021-07-28,2.02,4,4,6,6,"Generics","998","Y","LEVOFLOXACIN/D5W","89596","GENERIC DRUG","QUINOLONES","4","yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",3600,"89596001",24,NA,NA,"5202361015D",2021-11-01,4.48,142.31
"9640","064D","5515952","624","ASHLEY BOLTZ","4378708","52817036200","METOPROLOL TART 100MG 1000","57113","TRUPHARMA LLC CS NCBNET","","",10,2021-09-03,2021-09-13,10.32,6,6,24,24,"Generics","0","N","METOPROLOL TARTRATE","20641","GENERIC DRUG","BETA-ADRENERGIC BLOCKING AGENTS",NA,"yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",1000,"20641006",1,NA,"WH, WH, WH","5515952064D",2021-11-01,23.4,23.55
"9641","043D","5507405","628","JEANNINE ROGERS","4184825","69680011225","CYANOCOBAL 1000MCG/ML 25X1ML","57386","VITRUVIAS THERAPEUTICS INC","","",7,2021-05-10,2021-05-17,5.84,4,4,216,216,"Generics","0","N","CYANOCOBALAMIN (VITA B12)","94594","GENERIC DRUG","VITAMIN B COMPLEX","4","yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",25,"94594023",25,NA,NA,"5507405043D",2021-11-01,175.02,80.5
"9642","026D","4993242","630","CODY DIERCKS","4436298","36000028325","FUROSEMIDE 10MG/ML 25X4ML","09384","CLARIS BAXTER","","",3,2021-10-11,2021-10-14,4.3,3,3,54,54,"Generics","0","N","FUROSEMIDE","34940","GENERIC DRUG","LOOP DIURETICS","4","yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",100,"34940006",25,NA,NA,"4993242026D",2021-11-01,46.05,72.5
"9643","064D","4135422","634","CHRISTOPHER PELT","4443843","62756051788","CARBIDOPA/LEVODOPA 10-100 100","04782","SUN PHARMACEUTICAL CS","","",8,2021-10-13,2021-10-21,11.83,12,11,96,96,"Generics","0","N","CARBIDOPA/LEVODOPA","62740","GENERIC DRUG","DOPAMINE PRECURSORS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"62740003",1,NA,"WH, WH, WH","4135422064D",2021-11-01,59.1,26.15
"9644","006D","2107019","602","LYDIA NICOL","4283754","00264180031","SODIUM CL 0.9% 84X50ML","00381","B BRAUN MEDICAL","","ALLOCAT",15,2021-07-12,2021-07-27,11,11,11,12,12,"Brand","982","Y","SODIUM CHLORIDE 0.9%","2962","GENERIC DRUG","REPLACEMENT PREPARATIONS",NA,"yes","GENERIC DRUG","NOT CENTRALIZED",4200,"02962147",84,NA,NA,"2107019006D",2021-11-01,6.11,190.68
"9645","006D","3565975","633","CAMERON HOWARD","4215245","61703034209","PACLITAXEL 6MG/ML 5ML","57147","PFIZER INJECTABLE SI","","",12,2021-05-27,2021-06-08,7.02,7,7,41,41,"Generics","0","Y","PACLITAXEL","85602","GENERIC DRUG","ANTINEOPLASTIC AGENTS",NA,NA,"SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",5,"85602002",1,NA,NA,"3565975006D",2021-11-01,9.85,8.46
"9646","099D","4355939","622","ESMERALDA TUSSING","4235107","68462018117","CLOTRIMAZOLE 1% 15GM","04956","GLENMARK PHARMA INC USA CS","","",15,2021-06-09,2021-06-24,5.36,5,5,216,216,"Generics","996","Y","CLOTRIMAZOLE","30370","GENERIC DRUG","ANTIFULGALS (SKIN, MUCOUS MEMBRANE),MISC","4","yes","SOURCE B - IN SCOPE","CENTRALIZED",15,"30370013",1,"PRIMARY, PRIMARY, PRIMARY","WH, WH, WH","4355939099D",2021-11-01,196.45,9.51
"9647","099D","5468939","628","JEANNINE ROGERS","4343305","00603533621","PREDNISONE 2.5MG 100 OPM","02546","PAR PHARM CS","","OPM",2,2021-08-16,2021-08-18,2.01,3,3,72,72,"Generics","0","N","PREDNISONE","27173","GENERIC DRUG","ADRENALS",NA,"yes","SOURCE A - IN SCOPE","CENTRALIZED",100,"27173001",1,NA,"WH, WH, WH","5468939099D",2021-11-01,47.2,13.23
"9648","064D","5259585","633","CAMERON HOWARD","4355002","69097085805","FOSINOPRIL SODIUM 40MG 90","11037","CIPLA USA INC CS","","",9,2021-08-23,2021-09-01,8.27,7,7,96,48,"Generics","0","Y","FOSINOPRIL SODIUM","48580","GENERIC DRUG","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",90,"48580002",1,NA,"WH, WH, WH","5259585064D",2021-11-01,60.25,30.65
"9649","064D","4337325","634","CHRISTOPHER PELT","4372680","47335093890","AZELASTINE HCL 0.05% 6ML OPTH","04782","SUN PHARMACEUTICAL CS","","",27,2021-09-01,2021-09-28,11.7,12,11,240,240,"Generics","950","N","AZELASTINE HCL","94615","GENERIC DRUG","ANTIALLERGIC AGENTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",6,"94615002",1,"PRIMARY, NO FORM, PRIMARY","WH, WH, WH","4337325064D",2021-11-01,950.09,35
"9650","064D","5250444","699","NO BUYER ASSIGNED","0370564","69315090510","LORAZEPAM 1MG 1000 C4","11002","LEADING PHARMA LLC CS NCB","","",39,2021-06-07,2021-07-16,8.33,9,1,204,108,"MISC","992","Y","LORAZEPAM","14161","GENERIC DRUG","BENZODIAZEPINES (ANXIOLYTIC,SEDATIV/HYP)","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",1000,"14161009",1,NA,"WH, WH, WH","5250444064D",2021-11-01,67.62,80.47
"9651","099D","4261467","628","JEANNINE ROGERS","4426005","49884031591","RISPERIDONE 1MG 7X4 ODT BPK","02546","PAR PHARM CS","","",6,2021-10-04,2021-10-10,2.97,3,3,24,24,"Generics","0","N","RISPERIDONE","19178","GENERIC DRUG","ANTIPSYCHOTICS, MISCELLANEOUS",NA,"yes","SOURCE B - IN SCOPE","CENTRALIZED",28,"19178005",1,NA,"WH, WH, WH","4261467099D",2021-11-01,46.85,114.38
"9652","064D","5603600","627","LISA POSTON","0369812","71930001752","ONDANSETRON HCL 4MG 500","57364","EYWA PHARM CS NCB","","",7,2021-05-25,2021-06-01,6.5,8,8,18,18,"Generics","921","Y","ONDANSETRON HCL","20041","GENERIC DRUG","5-HT3 RECEPTOR ANTAGONISTS","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",500,"20041005",1,NA,"WH, WH, WH","5603600064D",2021-11-01,5.82,225
"9653","064D","4349312","632","ADAM STEMM","0374049","13668009390","PRAMIPEXOLE DI-HCL 0.5MG 90","09196","TORRENT PHARMA INC CS","","",12,2021-07-28,2021-08-09,10.16,7,7,48,48,"Generics","0","N","PRAMIPEXOLE DI-HCL","19875","GENERIC DRUG","NONERGOT-DERIV.DOPAMINE RECEPTOR AGONIST","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",90,"19875000",1,NA,"WH, WH, WH","4349312064D",2021-11-01,34.83,13.25
"9654","006D","5564554","627","LISA POSTON","4277098","62559083080","VANCOMYCIN HCL 250MG/5ML 80ML","05300","ANI PHARMACEUTICALS INC CS","","REF",3,2021-07-06,2021-07-09,2.22,6,6,12,12,"Generics","0","N","VANCOMYCIN HCL","41291","GENERIC DRUG","ANTIBACTERIALS, MISCELLANEOUS",NA,"yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",80,"41291007",1,"PRIMARY, PRIMARY, PRIMARY",", ,","5564554006D",2021-11-01,16.06,257.2
"9655","064D","3591369","633","CAMERON HOWARD","4348669","00406052301","OXYCOD/APAP 10-325MG 100 C2","04157","SPECGX LLC CS SCHEDULE","NY","OPIOID",5,2021-08-18,2021-08-23,6.14,7,7,240,240,"Generics","0","N","OXYCODONE/ACETAMIN","14966","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"14966000",1,NA,"C2, C2, C2","3591369064D",2021-11-01,214,49.4
"9656","037D","4097531","634","CHRISTOPHER PELT","4373409","62756079613","DIVALPROEX SOD 125MG 500 DR","04782","SUN PHARMACEUTICAL CS","","",14,2021-09-01,2021-09-15,14.71,13,13,12,12,"Generics","950","N","DIVALPROEX SODIUM","17292","GENERIC DRUG","ANTICONVULSANTS, MISCELLANEOUS","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",500,"17292004",1,NA,"WH, WH, WH","4097531037D",2021-11-01,10,30.55
"9657","008D","4251542","633","CAMERON HOWARD","4411876","00406324401","HYDROMORPHONE 4MG 100 KRG C2","04157","SPECGX LLC CS SCHEDULE","NY","",3,2021-09-27,2021-09-30,2.92,7,7,60,60,"Generics","0","N","HYDROMORPHONE HCL","16143","GENERIC DRUG","OPIATE AGONISTS",NA,"yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"16143002",1,NA,"C2, C2, C2","4251542008D",2021-11-01,56.65,17.04
"9658","099D","5337522","622","ESMERALDA TUSSING","4294321","63323010626","MAGNESIUM SULF4% 2GM/50ML24PPX","02614","FRESENIUS KABI LLC","","",32,2021-07-16,2021-08-17,4.91,5,5,140,88,"Generics","0","Y","MAGNESIUM SULFATE","99090","GENERIC DRUG","ANTICONVULSANTS, MISCELLANEOUS",NA,NA,"GENERIC DRUG","CENTRALIZED",1200,"99090000",24,NA,NA,"5337522099D",2021-11-01,98.42,233.52
"9659","099D","4065876","622","ESMERALDA TUSSING","4286376","55111015701","OMEPRAZOLE 10MG 100 DR","04564","DR REDDYS LABS INC CS","","",3,2021-07-12,2021-07-15,3.59,3,4,72,72,"Generics","0","N","OMEPRAZOLE","92989","GENERIC DRUG","PROTON-PUMP INHIBITORS","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",100,"92989002",1,NA,"WH, WH, WH","4065876099D",2021-11-01,298.46,18
"9660","026D","5555743","624","ASHLEY BOLTZ","4309168","52817027010","BISOPROLOL FUMARATE 5MG 100","57113","TRUPHARMA LLC CS NCBNET","","",3,2021-07-26,2021-07-29,4.48,7,6,120,120,"Generics","0","N","BISOPROLOL FUMARATE","63821","GENERIC DRUG","BETA-ADRENERGIC BLOCKING AGENTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"63821000",1,"NO FORM, PRIMARY, NO FORM","WH, WH, WH","5555743026D",2021-11-01,72.18,57.5
"9661","008D","5527213","627","LISA POSTON","4461751","69784050001","NAPROXEN EC 500MG 100 DR","11388","WOODWARD PHARMA SERVICE LLC CS","","",1,2021-10-25,2021-10-26,1.48,3,3,24,24,"Generics","0","N","NAPROXEN","61851","GENERIC DRUG","OTHER NONSTEROIDAL ANTI-INFLAM. AGENTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"61851003",1,"PRIMARY, PRIMARY, PRIMARY","OV, OV, OV","5527213008D",2021-11-01,104.86,420.48
"9662","009D","5713854","625","JEFF MEGYESI","4265649","42385095330","EMTRIC TENOF DF200-300MG30CPLT","57928","LAURUS GENERICS INC CS","","",1,2021-06-28,2021-06-29,1.56,7,7,72,72,"Generics","0","Y","EMTRICITABINE/TENOFOVIR DP FUM","23152","GENERIC DRUG","ANTIRETROVIRALS","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",30,"23152000",1,NA,"WH, WH, WH","5713854009D",2021-11-01,137.55,25
